acc,org,hit_len,ident_local,ident_qfull,cov,evalue,bits
MFL6334565,Pyrinomonadaceae bacterium,328,55.0,54.1,97.6,4.26282e-127,378.252
WP_015158320,Chamaesiphon minutus,322,57.3,55.6,96.7,7.44675e-127,377.481
BAZ05418,Calothrix sp. NIES-3974,314,57.2,53.5,93.1,9.64695e-127,376.711
HEX7318217,Pyrinomonadaceae bacterium,335,54.6,53.5,97.3,1.46496e-126,377.096
MDT5063186,Acidobacteriota bacterium,334,54.6,55.3,100.0,5.19202e-126,375.555
HVF48478,Pyrinomonadaceae bacterium,331,55.2,53.8,96.7,3.73069e-125,373.244
WP_310426493,Chamaesiphon sp. VAR_48_metabat_135_sub,327,55.7,54.1,96.7,1.34511e-124,371.703
MBD0388033,Nostoc sp. C3-bin3,284,61.8,52.9,85.6,2.05438e-124,369.777
HEX8475271,Pyrinomonadaceae bacterium,327,56.0,55.0,97.9,2.64737e-124,370.933
MEM7065805,Cyanobacteria bacterium P01_B01_bin.77,339,55.3,53.5,96.4,3.35163e-124,371.318
WP_353122805,Planktothrix agardhii,213,80.3,51.4,64.0,1.14868e-123,365.155
MHC5728550,Nostoc sp.,236,71.3,50.8,71.2,1.56688e-123,365.54
WP_190947337,Nostoc flagelliforme,326,54.9,53.8,97.6,5.81155e-123,367.466
MBA3239759,Acidobacteriota bacterium,334,55.2,53.8,96.7,9.19791e-123,367.466
MGB7923059,Pyrinomonadaceae bacterium,330,53.6,53.2,98.8,1.3114e-122,366.696
HEX5703699,Pyrinomonadaceae bacterium,330,53.8,53.5,99.1,1.56172e-122,366.696
MHE8508814,Phycisphaerae bacterium,339,53.7,52.6,97.6,1.66952e-122,367.081
HEV2883702,Pyrinomonadaceae bacterium,330,54.2,54.1,99.1,4.91439e-122,365.54
MHZ4446592,Phycisphaerae bacterium,339,52.8,51.7,97.6,5.48683e-122,365.54
HEX8150633,Pyrinomonadaceae bacterium,336,53.4,52.3,97.0,5.52579e-122,365.54
MEW6731466,Acidobacteriota bacterium,327,54.8,53.2,96.7,7.49124e-122,364.77
HEY0405269,Pyrinomonadaceae bacterium,329,53.2,52.3,97.6,1.11294e-121,364.385
HEU4593931,Pyrinomonadaceae bacterium,336,53.8,52.6,96.7,1.89712e-121,363.999
MDX6694854,Blastocatellia bacterium,331,54.3,52.9,96.7,2.34458e-121,363.614
MET0649168,Pyrinomonadaceae bacterium,335,52.8,51.7,97.3,2.60026e-121,363.614
MDT5271252,Acidobacteriota bacterium,332,54.1,53.2,97.6,2.61852e-121,363.614
MHD9604252,Phycisphaerae bacterium,338,53.4,52.3,97.6,2.75652e-121,363.614
MGA9770645,Blastocatellia bacterium,329,52.5,51.4,97.6,7.94133e-121,362.459
HYO99832,Pyrinomonadaceae bacterium,329,55.5,54.4,97.6,8.0285e-121,362.459
HJQ33738,Pyrinomonadaceae bacterium,329,51.8,50.8,97.3,1.02079e-120,362.073
MGH8550816,Methylococcales bacterium,335,54.3,52.6,96.4,1.04006e-120,362.073
HEV2799137,Pyrinomonadaceae bacterium,329,55.8,54.7,97.6,1.80079e-120,361.303
HEY0380271,Pyrinomonadaceae bacterium,329,53.3,53.2,99.1,1.92269e-120,361.303
HEY0546545,Pyrinomonadaceae bacterium,334,53.2,52.3,97.6,1.93514e-120,361.688
HKQ52585,Pyrinomonadaceae bacterium,330,54.0,52.6,96.7,2.76011e-120,360.918
QEO74470,uncultured bacterium,365,52.8,51.7,97.0,3.40788e-120,362.073
HEV7904919,Pyrinomonadaceae bacterium,333,55.2,54.1,97.6,4.4789e-120,360.533
HST21639,Blastocatellia bacterium,329,53.1,52.0,97.6,1.07878e-119,359.377
MCH8242863,Planctomycetota bacterium,337,52.9,52.0,97.9,2.46988e-119,358.992
PYP86366,Blastocatellia bacterium AA13,327,54.4,53.5,97.9,2.84258e-119,358.221
HEU5130644,Pyrinomonadaceae bacterium,328,52.3,51.4,97.6,3.61878e-119,358.221
HWS90024,Pyrinomonadaceae bacterium,335,52.5,51.4,97.3,6.72518e-119,357.451
MHZ6382196,Phycisphaerae bacterium,337,52.5,51.4,97.6,6.81454e-119,357.836
MHH9023541,Pyrinomonadaceae bacterium,336,51.2,50.2,97.9,8.1943e-119,357.451
HEV2830330,Pyrinomonadaceae bacterium,330,54.1,53.2,97.6,9.90243e-119,357.066
MGB9180801,Pyrinomonadaceae bacterium,330,53.3,52.9,98.8,1.1412e-118,356.681
HKG61760,Pyrinomonadaceae bacterium,331,53.4,52.0,96.7,1.24683e-118,356.681
MFY9620171,Pyrinomonadaceae bacterium,337,51.8,51.4,97.6,1.90071e-118,356.681
MBV9211538,Acidobacteriota bacterium,336,53.2,52.3,97.6,2.36164e-118,356.295
MBI4719627,Planctomycetota bacterium,336,50.9,51.1,99.7,2.57708e-118,356.295
MCH8150141,Planctomycetota bacterium,338,50.6,50.8,100.0,2.88051e-118,356.295
MHS7622133,Candidatus Multivoradales bacterium,328,51.8,51.4,97.6,4.12668e-118,355.525
MDX6270361,Acidobacteriota bacterium,331,55.0,54.1,97.6,5.56074e-118,355.14
MGB7934151,Gammaproteobacteria bacterium,333,53.1,51.4,96.4,5.57362e-118,355.14
HYK20311,Pyrinomonadaceae bacterium,326,51.8,51.1,97.6,7.83758e-118,354.755
HVG33984,Pyrinomonadaceae bacterium,330,52.1,52.3,100.0,1.00127e-117,354.369
HKO96017,Pyrinomonadaceae bacterium,335,50.9,50.5,97.6,1.17318e-117,354.369
HEX8129143,Pyrinomonadaceae bacterium,327,55.6,54.1,96.7,1.21425e-117,353.984
NEQ15762,Moorena sp. SIO3E2,285,61.9,50.2,81.1,1.63377e-117,352.058
HJR06138,Pyrinomonadaceae bacterium,339,55.4,54.4,97.6,1.84281e-117,353.984
WP_044192188,Hyalangium minutum,342,53.5,52.3,97.6,1.88911e-117,354.369
HEX7174815,Pyrinomonadaceae bacterium,330,51.4,50.5,97.6,2.5316e-117,353.599
WP_366510649,unclassified Moorena,239,67.4,46.5,69.1,3.23099e-117,349.747
MCI0667036,Methylococcaceae bacterium,335,52.8,51.1,96.4,3.45539e-117,353.214
WP_324159341,Paraburkholderia sp.,333,52.5,51.1,97.0,7.24085e-117,352.443
MDQ1611323,Pyrinomonadaceae bacterium,331,54.4,53.5,97.6,7.46538e-117,352.443
WP_342950899,Paraburkholderia sp. JHI869,333,53.1,52.0,97.6,9.61598e-117,352.058
HEV2882321,Pyrinomonadaceae bacterium,326,53.7,52.6,97.6,1.01858e-116,351.673
HEX7772049,Pyrinomonadaceae bacterium,327,51.2,49.8,96.7,1.03096e-116,351.673
MHS0738194,Phycisphaerae bacterium,325,54.0,52.9,97.6,1.14713e-116,351.673
WP_158761794,Paraburkholderia acidiphila,333,52.6,51.7,97.9,1.24945e-116,351.673
HYP28510,Blastocatellia bacterium,332,52.7,52.0,97.6,1.2618e-116,351.673
HEX5890015,Pyrinomonadaceae bacterium,330,51.4,50.2,97.6,1.51563e-116,351.288
MDQ1592456,Pyrinomonadaceae bacterium,331,54.1,53.2,97.6,2.47921e-116,350.903
HZG51744,Pyrinomonadaceae bacterium,326,52.5,51.4,97.6,2.84107e-116,350.517
MCI0732249,Methylococcaceae bacterium,335,52.5,50.8,96.4,6.43213e-116,350.132
WP_266229837,Paraburkholderia sp. CNPSo 3076,333,52.9,51.4,96.7,6.9285e-116,349.747
HET8782654,Pyrinomonadaceae bacterium,327,51.7,50.8,97.6,7.34965e-116,349.747
HEU4710810,Pyrinomonadaceae bacterium,324,51.5,50.5,97.3,8.16896e-116,349.362
WP_208866255,Paraburkholderia lacunae,325,52.9,51.4,96.7,9.95339e-116,349.362
HEX8633160,Pyrinomonadaceae bacterium,326,52.5,51.1,97.0,1.02963e-115,349.362
HKP80545,Pyrinomonadaceae bacterium,330,51.4,50.5,97.6,1.17883e-115,349.362
RDK03125,Paraburkholderia lacunae,333,52.8,51.4,97.0,1.29036e-115,349.362
HEX7334808,Pyrinomonadaceae bacterium,347,50.9,50.2,97.9,2.38068e-115,348.977
WP_028204601,Paraburkholderia nodosa,333,52.3,50.8,96.7,3.22622e-115,348.206
MHS1089960,Phycisphaerae bacterium,326,54.3,53.2,97.6,3.3455e-115,347.821
MGD2086002,Candidatus Aminicenantota bacterium,328,53.1,51.4,96.1,7.93828e-115,347.051
WP_254342687,Paraburkholderia sp. CNPSo 3274,333,52.3,50.8,96.7,9.09438e-115,347.051
MHS2424228,Candidatus Krumholzibacteriia bacterium,339,52.6,52.0,97.6,9.44893e-115,347.051
MCA1564843,Acidobacteriota bacterium,329,53.1,51.7,97.0,9.88415e-115,346.665
HYV11082,Pyrinomonadaceae bacterium,328,50.9,49.5,96.7,1.10121e-114,346.665
WP_368707750,unclassified Paraburkholderia,333,52.3,50.8,96.7,1.14357e-114,346.665
WP_254354855,Paraburkholderia sp. CNPSo 3281,333,52.0,50.5,96.7,2.79723e-114,345.895
HEX5876171,Pyrinomonadaceae bacterium,323,51.2,50.2,97.3,2.82991e-114,345.51
HKR13630,Pyrinomonadaceae bacterium,324,51.7,50.5,97.0,3.09138e-114,345.51
HXS02484,Pyrinomonadaceae bacterium,322,50.2,48.6,96.7,3.5161e-114,345.125
HZM99517,Pyrinomonadaceae bacterium,331,50.9,49.5,96.7,8.49395e-114,344.354
HZN08736,Pyrinomonadaceae bacterium,327,50.6,49.8,97.9,8.74225e-114,344.354
HJT27345,Pyrinomonadaceae bacterium,322,50.8,49.5,97.3,9.28487e-114,343.969
MHS8573190,Pyrinomonadaceae bacterium,343,50.0,49.2,97.0,1.34186e-113,344.354
WP_233887829,Paraburkholderia flagellata,333,51.7,50.8,97.9,1.46814e-113,343.969
HEU4507554,Pyrinomonadaceae bacterium,332,50.2,49.2,97.6,1.56601e-113,343.969
HLL52472,Myxococcaceae bacterium,333,52.8,51.7,97.6,2.34666e-113,343.584
HUQ31320,Pyrinomonadaceae bacterium,323,52.5,49.8,94.3,2.67813e-113,342.813
HWN11162,Pyrinomonadaceae bacterium,327,50.8,49.8,97.6,2.93422e-113,342.813
WP_321963290,Paraburkholderia sp. J7,333,51.7,50.8,97.9,3.08226e-113,343.199
HEY0728280,Pyrinomonadaceae bacterium,330,50.5,49.2,97.6,3.10759e-113,343.199
PYS44393,Acidobacteriota bacterium,328,52.6,51.7,97.6,3.27558e-113,342.813
MCI0632188,Phycisphaerales bacterium,340,53.8,52.9,97.6,3.34605e-113,343.199
WP_149676569,Paraburkholderia panacisoli,333,50.9,49.5,97.0,3.40016e-113,343.199
HXC68563,Pyrinomonadaceae bacterium,323,51.6,49.5,95.5,3.96638e-113,342.428
HET9714048,Pyrinomonadaceae bacterium,327,50.2,49.2,97.6,6.7962e-113,342.043
HVF88892,Blastocatellia bacterium,332,50.6,49.5,97.6,7.28927e-113,342.043
MIB3130526,Paraburkholderia sp. FW306-2-2C-D06C,333,51.4,49.8,96.7,7.78899e-113,342.043
HEX3184813,Pyrinomonadaceae bacterium,328,51.2,50.8,97.6,8.18861e-113,342.043
HKT91401,Paraburkholderia sp.,333,50.8,49.8,97.9,8.31572e-113,342.043
MHS8947505,Pyrinomonadaceae bacterium,331,49.7,49.2,97.6,8.48424e-113,342.043
WP_321937036,Paraburkholderia sp. J8-2,333,51.4,50.5,97.9,9.27394e-113,342.043
MHE2549683,Thermoanaerobaculia bacterium,331,51.1,49.8,97.0,1.02126e-112,341.658
WP_407742793,Hyalangium sp.,329,50.6,49.5,97.9,1.1003e-112,341.658
HEY0097768,Pyrinomonadaceae bacterium,332,52.3,51.4,97.6,1.11535e-112,341.658
WP_321924963,Paraburkholderia guartelaensis,333,51.6,49.8,96.4,1.15343e-112,341.658
MHF9444977,Thermoanaerobaculia bacterium,331,51.1,49.8,97.0,1.20278e-112,341.658
MHE9942605,Thermoanaerobaculia bacterium,331,51.1,49.8,97.0,1.35609e-112,341.273
WP_321945076,Paraburkholderia sp. J10-1,333,51.1,50.2,97.9,1.37333e-112,341.658
HEX8189961,Pyrinomonadaceae bacterium,332,52.2,50.8,96.7,1.63376e-112,341.273
WP_324991421,Hyalangium sp.,342,51.2,50.2,97.9,1.73874e-112,341.658
WP_321913348,Paraburkholderia sp. J11-2,333,51.4,50.5,97.9,1.94687e-112,341.273
WP_368702744,Paraburkholderia sp. BR10937,333,51.6,49.8,96.4,3.74549e-112,340.502
MHD9906855,Thermoanaerobaculia bacterium,331,51.1,49.8,97.0,4.0801e-112,340.117
HEV2761376,Pyrinomonadaceae bacterium,327,50.8,49.8,97.6,6.64182e-112,339.732
WP_342925433,Paraburkholderia unamae,333,51.2,49.5,96.4,6.74923e-112,339.732
MCG8405871,Phycisphaerales bacterium,338,54.2,52.6,97.0,8.89816e-112,339.732
HEY9404262,Pyrinomonadaceae bacterium,326,55.0,54.1,97.6,1.27671e-111,338.961
MHE2184833,Thermoanaerobaculia bacterium,331,50.8,49.5,97.0,1.36894e-111,338.961
WP_293020514,Moorena sp. SIO3I8,223,68.2,45.6,67.0,1.51684e-111,334.724
HEX9918094,Pyrinomonadaceae bacterium,326,52.6,51.1,96.7,1.52012e-111,338.576
MHZ6467025,Phycisphaerae bacterium,310,52.5,48.0,91.3,3.03899e-111,337.421
HSE19080,Pyrinomonadaceae bacterium,326,50.6,49.5,97.6,3.29738e-111,337.806
MEN3330153,Acidobacteriota bacterium,329,49.8,48.9,97.6,3.52941e-111,337.806
HVG60959,Hyalangium sp.,325,50.0,48.9,97.9,4.00903e-111,337.421
HXQ72085,Pyrinomonadaceae bacterium,330,49.5,48.6,96.7,4.25176e-111,337.806
HZH77523,Archangium sp.,332,50.3,49.5,98.5,4.35241e-111,337.806
MHZ0577174,Candidatus Aminicenantia bacterium,328,50.8,48.9,96.1,4.78573e-111,337.421
WP_293103184,Moorena sp. SIO3I6,224,67.7,45.3,67.0,5.95887e-111,333.183
HEV2860709,Pyrinomonadaceae bacterium,324,50.3,48.9,96.7,1.17911e-110,336.265
MHT7638443,Candidatus Multivoradales bacterium,328,50.6,49.5,97.0,1.40866e-110,336.265
HEX8704415,Myxococcaceae bacterium,349,49.5,48.0,97.0,2.28109e-110,336.65
WP_448087966,Burkholderia sp. MR1-5-21,333,50.8,49.5,97.3,2.43914e-110,335.88
WP_407758022,Archangium sp.,340,50.6,49.5,97.9,3.04732e-110,335.88
WP_309894203,Archangium sp.,333,50.0,49.2,98.5,3.85572e-110,335.109
UCH95273,Candidatus Aminicenantota bacterium,328,49.2,47.4,96.1,4.23746e-110,335.109
WP_002611738,Allostigmatella aurantiaca,333,49.8,49.5,99.4,5.23218e-110,335.109
MHS0106693,Candidatus Eiseniibacteriota bacterium,334,53.1,51.7,97.0,1.42746e-109,333.954
HEU4834350,Pyrinomonadaceae bacterium,326,49.7,48.3,96.7,1.58276e-109,333.569
WP_341318065,Paraburkholderia sp. IMGN_8,333,52.9,51.4,96.7,2.38122e-109,333.183
HKV37355,Pyrinomonadaceae bacterium,327,50.0,48.6,96.7,3.25292e-109,332.798
HEX2252821,Thermoanaerobaculia bacterium,330,47.9,47.1,97.9,3.59609e-109,332.798
HEX8338305,Pyrinomonadaceae bacterium,309,52.7,46.8,88.3,3.64848e-109,332.028
HEX8285827,Pyrinomonadaceae bacterium,331,49.7,48.9,97.3,4.05705e-109,332.798
WP_375771541,Archangium gephyra,333,49.7,48.6,97.9,4.38454e-109,332.798
HEX5603219,Pyrinomonadaceae bacterium,327,48.8,47.7,97.6,4.97669e-109,332.413
HEX6046458,Pyrinomonadaceae bacterium,324,50.0,48.6,96.7,6.52121e-109,332.028
WP_437990719,Sorangium sp. So ce145,341,50.3,49.2,97.6,7.84833e-109,332.413
HEX8500728,Pyrinomonadaceae bacterium,334,51.5,50.8,97.6,9.20695e-109,331.643
HKY45801,Pyrinomonadaceae bacterium,327,50.2,49.2,97.6,1.02198e-108,331.643
WP_108073499,Vitiosangium sp. GDMCC 1.1324,332,50.0,48.9,97.9,1.0367e-108,331.643
WP_395829747,Archangium violaceum,324,49.5,47.7,96.4,1.16224e-108,331.257
WP_420927292,Archangium lansingense,333,49.2,48.0,97.6,1.33293e-108,331.257
WP_437711090,Sorangium sp. So ce448,341,50.0,48.9,97.6,1.96042e-108,331.257
MCP5049849,bacterium,329,52.5,51.4,97.3,1.99002e-108,330.872
WP_321549544,Hyalangium rubrum,343,48.5,47.4,97.9,2.0496e-108,331.257
WP_012239784,Sorangium cellulosum,341,50.0,48.9,97.6,2.51887e-108,330.872
HTG88379,Pyrinomonadaceae bacterium,331,50.3,49.2,97.3,2.58847e-108,330.487
HLM58078,Pyrinomonadaceae bacterium,324,49.8,48.3,96.7,2.63282e-108,330.487
HEX6184303,Pyrinomonadaceae bacterium,330,49.7,48.9,97.3,2.70211e-108,330.487
HEV7889804,Pyrinomonadaceae bacterium,327,49.5,48.6,97.0,2.78634e-108,330.487
HEY0083716,Pyrinomonadaceae bacterium,329,54.0,52.6,97.0,3.62447e-108,330.102
MHT6934343,Candidatus Multivoradales bacterium,331,49.2,48.6,97.9,4.32057e-108,330.102
WP_267534293,Archangium lansingense,333,48.9,47.7,97.6,4.32575e-108,330.102
MBA3240216,Acidobacteriota bacterium,328,51.4,50.2,97.0,4.45562e-108,329.717
WP_224369648,Hyalangium versicolor,324,49.4,48.3,97.9,5.28993e-108,329.717
WP_331099920,Archangium sp.,333,48.9,47.7,97.6,8.22891e-108,329.331
MFY9621075,Pyrinomonadaceae bacterium,326,50.6,49.8,97.9,1.47603e-107,328.561
MFL6281844,Pyrinomonadaceae bacterium,330,49.4,48.3,97.3,1.47978e-107,328.561
WP_437895089,Sorangium sp. So ce124,341,50.0,48.9,97.6,1.60598e-107,328.946
MHS8086043,Candidatus Multivoradales bacterium,331,50.3,49.5,97.0,1.66926e-107,328.561
WP_002623136,Cystobacter fuscus,324,49.8,48.0,96.4,2.7141e-107,327.791
MHR9313506,Candidatus Multivoradales bacterium,300,51.6,47.1,89.8,3.97829e-107,326.25
HEX6201836,Thermoanaerobaculia bacterium,330,48.5,47.7,97.9,4.44927e-107,327.405
HZI05563,Archangium sp.,333,48.8,47.7,97.9,6.81686e-107,327.02
HWS55267,Pyrinomonadaceae bacterium,329,51.1,49.8,97.0,8.45882e-107,326.635
WP_437587986,Sorangium sp. So ce1000,341,49.7,48.6,97.6,1.31527e-106,326.635
HVF68519,Pyrinomonadaceae bacterium,328,48.8,47.4,97.3,2.38081e-106,325.479
MFO0652907,Polyangiales bacterium,331,47.5,46.5,97.6,5.70214e-106,324.709
WP_095985195,Cystobacter fuscus,333,47.5,46.5,97.9,7.02033e-106,324.324
MBO1351364,Hormoscilla sp. GUM202,284,60.4,48.9,81.1,7.26709e-106,322.783
MCG8420777,Pseudomonadota bacterium,331,50.9,49.8,97.6,8.44128e-106,324.324
MDC0710650,Allostigmatella ashevillensis,333,49.4,48.3,97.9,9.11865e-106,324.324
WP_420943290,Archangium gephyra,333,48.5,47.4,97.9,1.2105e-105,323.939
MEZ4886015,Chitinophagales bacterium,324,49.4,47.7,96.1,1.28641e-105,323.553
WP_395855229,Cystobacter fuscus,333,48.2,47.1,97.9,1.39471e-105,323.553
WP_095979897,Melittangium boletus,328,48.5,47.4,97.9,1.40668e-105,323.553
WP_329729839,Archangium sp.,324,47.9,46.8,97.9,1.54826e-105,323.168
WP_047855962,Archangium gephyra,333,47.9,46.8,97.9,2.25263e-105,323.168
WP_224361220,Hyalangium versicolor,337,48.3,47.1,97.6,3.68345e-105,322.783
WP_002629105,Cystobacter fuscus,333,47.9,46.8,97.9,4.05704e-105,322.398
HEX8352421,Pyrinomonadaceae bacterium,340,50.3,49.5,97.3,4.78836e-105,322.783
WP_437732181,Sorangium sp. So ce1335,341,49.2,48.6,97.6,5.0029e-105,322.398
MET0624076,Pyrinomonadaceae bacterium,332,47.7,47.1,97.3,5.62325e-105,322.013
HME91521,Myxococcaceae bacterium,326,50.0,48.6,97.0,6.89784e-105,321.627
MHD4963197,Thermoanaerobaculia bacterium,340,48.0,47.1,97.6,7.4842e-105,322.013
WP_438039416,Sorangium sp. So ce128,341,50.3,49.2,97.6,7.99163e-105,322.013
WP_437294985,unclassified Sorangium,341,50.6,49.5,97.6,8.07915e-105,322.013
HEX8539640,Cystobacter sp.,333,47.9,46.8,97.9,8.98706e-105,321.627
MBN1206552,Myxococcaceae bacterium,335,51.7,50.2,97.0,1.03618e-104,321.627
MCA1578360,Acidobacteriota bacterium,333,48.6,47.4,97.0,1.06985e-104,321.627
WP_437913032,Sorangium sp. So ce302,341,50.3,49.2,97.6,1.08414e-104,321.627
HVF43374,Pyrinomonadaceae bacterium,330,49.2,48.6,97.3,1.17867e-104,321.242
OWY70194,cyanobacterium TDX16,330,50.0,48.3,96.4,1.19158e-104,321.242
WP_437852943,Sorangium sp. So ce363,341,50.3,49.2,97.6,1.31897e-104,321.627
WP_071901229,Cystobacter ferrugineus,333,47.2,46.2,97.9,1.6906e-104,320.857
WP_224245703,Hyalangium gracile,349,49.2,48.6,98.8,2.17915e-104,321.242
MCA1622070,Acidobacteriota bacterium,329,49.4,48.3,97.3,2.58165e-104,320.472
WP_073566409,Archangium sp. Cb G35,333,46.8,45.6,97.6,2.64254e-104,320.472
WP_376756556,Archangium violaceum,333,47.1,45.9,97.6,2.70074e-104,320.472
WP_437741515,Sorangium sp. So ce1504,341,50.3,49.2,97.6,2.98537e-104,320.472
MFN0006437,Planctomycetota bacterium,351,47.5,46.5,97.6,3.55725e-104,320.857
MDL5031536,Roseateles subflavus,349,49.7,48.6,97.6,3.83878e-104,320.472
WP_437276890,Sorangium sp. So ce375,341,50.3,49.2,97.6,4.41855e-104,320.087
WP_043394183,Archangium violaceum,333,46.8,45.6,97.6,5.08027e-104,319.701
WP_437525619,Sorangium sp. So ce726,341,50.0,48.9,97.6,5.14634e-104,320.087
MET0401500,Cystobacter sp.,333,47.1,45.6,97.0,6.24849e-104,319.316
WP_437904428,Sorangium sp. So ce327,341,50.0,48.9,97.6,9.0667e-104,319.316
WP_299456211,uncultured Microscilla sp.,338,48.5,47.7,97.6,9.56863e-104,319.316
WP_437315286,Sorangium sp. So ce385,341,48.8,47.7,97.6,1.1151e-103,319.316
WP_386961532,Archangium violaceum,333,46.5,45.3,97.6,1.12523e-103,318.931
WP_437966044,Sorangium sp. So ce260,344,49.2,48.6,97.6,1.15258e-103,319.316
WP_437794696,Sorangium sp. So ce693,341,50.0,48.9,97.6,1.1904e-103,318.931
MEZ5978081,Planctomycetota bacterium,326,48.5,47.4,97.3,1.26525e-103,318.546
WP_437481078,Sorangium sp. So ce1014,341,49.1,48.0,97.6,1.27078e-103,318.931
MFM7711627,Microcystis sp.,150,99.3,44.7,45.0,1.37462e-103,311.612
WP_437810186,Sorangium sp. So ce1078,344,49.2,48.6,97.6,1.56347e-103,318.931
WP_324962859,Archangium sp.,333,50.0,48.9,97.9,1.62961e-103,318.546
WP_272103909,Sorangium atrum,341,49.7,48.6,97.6,1.70517e-103,318.546
MCK6457209,Phycisphaerae bacterium,331,47.6,46.8,98.2,1.83592e-103,318.161
MCG8403721,Phycisphaerales bacterium,328,48.2,47.4,98.2,1.87438e-103,318.161
XXV74133,Sorangium sp. So ce1866,341,50.0,48.9,97.6,2.09715e-103,318.546
WP_204221226,Archangium violaceum,332,47.4,46.2,97.6,2.23431e-103,318.161
WP_002703881,Microscilla marina,338,49.1,48.3,97.6,2.63474e-103,318.161
XXV54889,Sorangium sp. So ce1654,341,50.0,48.9,97.6,2.814e-103,318.161
WP_437545042,Sorangium sp. So ce367,341,49.7,48.6,97.6,2.84481e-103,318.161
MIA2987974,Candidatus Multivoradales bacterium,332,46.8,46.8,99.1,2.96579e-103,317.775
WP_437333602,Sorangium sp. So ce394,341,48.5,47.4,97.6,3.31332e-103,317.775
MEM7310256,Planctomycetota bacterium,340,44.7,44.7,99.7,3.34915e-103,317.775
WP_437951591,Sorangium sp. So ce296,341,48.5,47.4,97.6,3.38628e-103,317.775
WP_437325024,Sorangium sp. So ce381,341,49.7,48.6,97.6,3.90125e-103,317.775
WP_437575622,Sorangium sp. So ce887,341,48.8,47.7,97.6,4.3977e-103,317.775
ADO75035,Allostigmatella aurantiaca DW4/3-1,312,49.4,45.9,93.1,4.59314e-103,316.62
WP_437974560,Sorangium sp. So ce295,341,49.7,48.6,97.6,4.59348e-103,317.775
WP_437981754,Sorangium sp. So ce117,341,49.7,48.6,97.6,4.90363e-103,317.39
HYO72782,Archangium sp.,333,46.8,45.6,97.6,5.70277e-103,317.005
KYF96173,Sorangium cellulosum,341,48.5,47.4,97.6,5.96544e-103,317.39
WP_437754022,Sorangium sp. So ce1389,339,48.9,48.3,97.6,7.1768e-103,317.005
WP_437304876,Sorangium sp. So ce388,339,48.9,48.3,97.6,9.62992e-103,316.62
MBI4511296,Deltaproteobacteria bacterium,329,47.7,46.5,97.0,1.39152e-102,315.849
HLO93161,Burkholderiaceae bacterium,349,48.5,47.4,97.6,1.45698e-102,316.62
HKG12932,Pyrinomonadaceae bacterium,335,47.8,48.0,97.6,3.15398e-102,315.079
MDJ0839305,Acidobacteriota bacterium,339,49.1,48.0,96.7,3.29616e-102,315.464
WP_395806303,Archangium minus,324,49.5,47.7,96.4,3.70277e-102,314.694
WP_437875636,Sorangium sp. So ce513,342,50.2,49.5,97.6,3.7163e-102,315.464
WP_437722553,Sorangium sp. So ce861,338,48.5,47.7,97.6,4.00945e-102,315.079
WP_438005493,Sorangium sp. So ce321,339,48.0,49.2,99.7,4.09813e-102,315.079
WP_395845784,Cystobacter fuscus,333,46.6,45.6,97.9,4.5162e-102,314.694
WP_436615573,Sorangium sp. So ce1024,342,50.2,49.5,97.6,5.44005e-102,315.079
KYF51059,Sorangium cellulosum,326,49.2,48.6,97.6,5.91892e-102,314.309
MFN0245032,Planctomycetota bacterium,332,46.9,47.1,100.0,8.67885e-102,313.923
WP_269630383,Pelomonas sp. BJYL3,350,49.1,48.3,97.6,9.26953e-102,314.694
WP_347612731,Roseateles flavus,350,48.8,47.7,97.6,1.3716e-101,314.309
WP_020740250,Sorangium cellulosum,343,48.8,48.0,97.6,1.40264e-101,313.923
MBL8943071,Myxococcales bacterium,333,47.0,46.8,97.6,1.41698e-101,313.538
WP_407757698,Archangium sp.,333,47.5,46.5,97.9,1.66841e-101,313.153
WP_437503287,Sorangium sp. So ce1099,339,48.3,47.7,97.6,1.7062e-101,313.538
WP_220800658,Mitsuaria sp. WAJ17,349,49.4,48.3,97.6,1.80079e-101,313.923
MGK3968657,Sorangium sp. So ce1667,339,48.6,48.0,97.6,1.80165e-101,313.538
MEO0536101,Cyanobacteria bacterium P01_A01_bin.123,331,49.5,49.2,97.3,1.92146e-101,313.153
WP_438015786,Sorangium sp. So ce315,341,49.2,48.6,97.6,2.12136e-101,313.538
WP_439440480,Roseateles sp. DB2,349,49.4,48.6,97.6,2.19051e-101,313.538
WP_437620721,Sorangium sp. So ce1151,339,48.6,48.0,97.6,2.39115e-101,313.153
XXY53709,Sorangium sp. So ce269,339,48.6,48.0,97.6,2.44379e-101,313.153
WP_437830041,Sorangium sp. So ce1153,339,48.3,47.7,97.6,2.81533e-101,313.153
WP_436620701,Sorangium sp. So ce136,339,48.6,48.0,97.6,2.9088e-101,312.768
XXF80841,Myxococcaceae bacterium GXIMD 01537,335,48.3,47.1,97.6,4.69522e-101,312.383
WP_437925752,Sorangium sp. So ce291,339,48.3,47.7,97.6,4.95896e-101,312.383
WP_331116472,Archangium sp.,328,47.1,45.9,97.6,6.29327e-101,311.612
WP_437997212,Sorangium sp. So ce185,344,47.7,47.1,97.6,9.73659e-101,311.612
HTN83553,Sorangium sp.,339,48.3,47.7,97.6,1.00624e-100,311.612
WP_437658351,Sorangium sp. So ce1182,339,48.3,47.7,97.6,1.03965e-100,311.612
XXV64529,Sorangium sp. So ce1828,341,48.9,48.3,97.6,1.53833e-100,311.227
